action_type,user_role,data_sensitivity,task_alignment,request_frequency,time_of_day,is_anomalous,privilege_level,risk_score,decision
file_read,user,1,0.773,11,18,0,1,0.1737,allow
code_exec,user,0,0.573,52,3,1,1,0.5337,escalate
file_read,developer,1,0.86,20,2,0,2,0.138,allow
api_call,admin,1,0.855,26,2,0,3,0.1457,allow
db_write,admin,0,0.757,28,8,0,3,0.2053,allow
api_call,user,0,0.784,42,3,0,1,0.1699,allow
api_call,admin,0,0.656,8,21,0,3,0.0721,allow
api_call,user,0,0.561,2,18,0,1,0.1058,allow
api_call,guest,0,0.807,40,23,0,0,0.3087,allow
db_write,admin,0,0.628,26,10,0,3,0.2277,allow
web_search,developer,0,0.748,27,14,0,2,0.0737,allow
email_send,user,0,0.896,33,3,0,1,0.1775,allow
db_write,user,3,0.581,55,7,1,1,0.8021,deny
api_call,user,0,0.699,7,1,0,1,0.1285,allow
db_read,developer,0,0.857,54,17,1,2,0.3569,escalate
api_call,user,1,0.864,46,2,1,1,0.4439,escalate
file_write,admin,3,0.837,36,2,0,3,0.3626,escalate
web_search,guest,2,0.883,21,20,0,0,0.2701,allow
file_read,user,0,0.712,49,18,1,1,0.305,allow
web_search,user,1,0.812,34,11,0,1,0.1893,allow
api_call,user,2,0.444,58,23,1,1,0.6312,escalate
db_read,user,2,0.713,23,13,0,1,0.3341,allow
db_read,developer,2,0.779,34,22,0,2,0.3059,allow
web_search,admin,3,0.542,40,12,0,3,0.3533,escalate
db_read,admin,3,0.94,7,15,0,3,0.2787,allow
db_read,developer,1,0.825,26,16,0,2,0.2,allow
file_read,admin,1,0.979,40,21,0,3,0.1142,allow
code_exec,developer,1,0.739,52,17,1,2,0.5505,escalate
file_read,developer,2,0.898,49,12,1,2,0.4621,escalate
db_write,user,0,0.845,55,23,1,1,0.4993,escalate
code_exec,user,3,0.633,17,12,0,1,0.5134,escalate
db_read,user,0,0.623,31,7,0,1,0.1987,allow
file_read,user,1,0.748,39,6,0,1,0.2254,allow
file_read,user,3,0.608,25,7,0,1,0.3967,escalate
db_read,admin,0,0.757,37,16,0,3,0.1153,allow
file_read,user,1,0.863,15,23,0,1,0.1624,allow
file_read,guest,0,0.828,2,0,0,0,0.0977,allow
file_read,user,1,0.791,11,2,0,1,0.1701,allow
email_send,guest,0,0.648,32,3,0,0,0.2587,allow
db_write,guest,1,0.793,30,18,0,0,0.3847,escalate
api_call,user,1,0.573,17,1,0,1,0.3634,escalate
api_call,user,3,0.817,24,10,0,1,0.3833,escalate
api_call,user,3,0.624,45,10,0,1,0.4569,escalate
db_write,developer,0,0.869,4,18,0,2,0.1762,allow
db_read,developer,2,0.777,56,1,1,2,0.5429,escalate
file_write,user,0,0.608,50,4,1,1,0.4484,escalate
file_read,user,0,0.527,46,18,1,1,0.3979,escalate
file_read,user,0,0.943,32,8,0,1,0.0914,allow
db_read,developer,3,0.875,19,6,0,2,0.345,allow
db_write,guest,3,0.875,3,11,0,0,0.5962,escalate
file_write,guest,0,0.849,4,18,0,0,0.1569,allow
file_read,developer,0,0.712,25,17,0,2,0.0926,allow
file_read,user,0,0.688,9,17,0,1,0.1041,allow
email_send,guest,1,0.761,21,20,0,0,0.451,escalate
api_call,user,1,0.666,23,8,0,1,0.2451,allow
db_write,admin,0,0.865,46,1,1,3,0.4137,escalate
db_read,admin,2,0.64,29,1,0,3,0.292,allow
api_call,developer,0,0.824,30,14,0,2,0.1085,allow
file_write,user,3,0.621,25,23,0,1,0.4541,escalate
file_read,user,2,0.63,49,15,1,1,0.549,escalate
db_read,admin,1,0.7,29,13,0,3,0.1761,allow
db_write,admin,2,0.958,34,18,0,3,0.3417,allow
db_read,user,2,0.613,14,14,0,1,0.3391,allow
code_exec,developer,0,0.941,22,2,0,2,0.1768,allow
file_read,user,0,0.404,48,5,1,1,0.382,escalate
email_send,user,3,0.53,51,5,1,1,0.7307,deny
db_write,developer,0,0.943,16,21,0,2,0.2215,allow
api_call,user,0,0.782,11,20,0,1,0.1186,allow
email_send,admin,1,0.925,59,19,1,3,0.5664,escalate
db_read,guest,2,0.871,14,8,0,0,0.3208,allow
db_read,user,2,0.832,7,10,0,1,0.2836,allow
db_write,admin,3,0.592,5,3,0,3,0.4499,escalate
web_search,admin,1,0.923,58,13,1,3,0.3404,allow
db_read,user,0,0.827,40,12,0,1,0.1729,allow
file_read,user,1,0.595,29,14,0,1,0.2393,allow
api_call,developer,2,0.616,17,16,0,2,0.2951,allow
web_search,user,0,0.444,30,7,0,1,0.1729,allow
file_write,admin,0,0.883,25,10,0,3,0.0851,allow
api_call,admin,0,0.426,14,23,0,3,0.1281,allow
api_call,user,1,0.922,59,10,1,1,0.4539,escalate
api_call,guest,3,0.846,42,15,0,0,0.408,escalate
db_read,guest,2,0.865,22,2,0,0,0.3353,allow
web_search,admin,3,0.772,44,22,0,3,0.3139,allow
file_write,user,0,0.657,5,14,0,1,0.1636,allow
file_read,user,3,0.717,40,12,0,1,0.3999,escalate
file_write,user,2,0.503,28,6,0,1,0.3994,escalate
web_search,developer,0,0.708,12,4,0,2,0.0567,allow
db_read,guest,3,0.325,36,11,0,0,0.55,escalate
api_call,user,0,0.563,13,2,0,1,0.1657,allow
web_search,admin,3,0.475,57,11,1,3,0.595,escalate
web_search,admin,3,0.83,21,4,0,3,0.264,allow
web_search,developer,2,0.86,32,18,0,2,0.2263,allow
web_search,guest,1,0.945,49,18,1,0,0.421,escalate
file_write,user,0,0.765,56,0,1,1,0.427,escalate
db_write,developer,1,0.652,57,19,1,2,0.5913,escalate
api_call,user,1,0.576,21,11,0,1,0.2598,allow
web_search,admin,2,0.681,37,21,0,3,0.2371,allow
db_read,developer,2,0.695,38,21,0,2,0.3293,allow
db_write,guest,3,0.537,9,5,0,0,0.5676,escalate
db_read,admin,0,0.821,37,20,0,3,0.1025,allow
file_read,admin,2,0.666,2,17,0,3,0.1968,allow
code_exec,guest,3,0.946,3,20,0,0,0.4608,escalate
email_send,user,2,0.899,43,15,0,1,0.3602,escalate
web_search,user,0,0.456,10,10,0,1,0.1371,allow
file_read,user,0,0.798,35,9,0,1,0.1254,allow
file_read,user,0,0.828,9,2,0,1,0.0761,allow
file_read,developer,1,0.871,40,17,0,2,0.2689,allow
db_read,admin,1,0.857,48,11,1,3,0.3969,escalate
web_search,user,3,0.838,54,13,1,1,0.5841,escalate
file_write,guest,1,0.677,32,3,0,0,0.3213,allow
code_exec,developer,0,0.599,21,9,0,2,0.2435,allow
web_search,user,1,0.911,58,6,1,1,0.5586,escalate
db_write,admin,2,0.687,34,15,0,3,0.3222,allow
code_exec,user,3,0.932,25,8,0,1,0.4669,escalate
db_read,user,2,0.926,42,2,0,1,0.3231,allow
code_exec,user,1,0.981,56,1,1,1,0.5421,escalate
api_call,developer,1,0.682,32,5,0,2,0.2236,allow
code_exec,user,3,0.88,46,9,1,1,0.7123,deny
db_read,developer,1,0.638,37,3,0,2,0.2557,allow
web_search,user,0,0.95,22,3,0,1,0.0583,allow
db_read,user,0,0.879,25,9,0,1,0.1375,allow
db_write,user,0,0.712,1,9,0,1,0.2359,allow
file_read,admin,2,0.771,45,12,0,3,0.2475,allow
api_call,admin,0,0.844,36,5,0,3,0.0812,allow
file_read,user,0,0.288,21,6,0,1,0.2041,allow
file_write,user,0,0.367,41,4,0,1,0.2816,allow
db_read,guest,1,0.826,16,14,0,0,0.2498,allow
email_send,user,1,0.698,32,7,0,1,0.2987,allow
file_read,user,2,0.444,21,9,0,1,0.3395,allow
api_call,admin,0,0.687,53,11,1,3,0.3409,allow
db_write,admin,0,0.692,28,16,0,3,0.2183,allow
file_write,user,1,0.753,19,15,0,1,0.2511,allow
code_exec,user,0,0.551,56,0,1,1,0.5448,escalate
db_write,admin,0,0.53,14,3,0,3,0.2273,allow
db_read,developer,0,0.965,23,7,0,2,0.0837,allow
file_write,guest,3,0.903,24,23,0,0,0.4294,escalate
api_call,user,2,0.884,20,5,0,1,0.2799,allow
db_write,user,0,0.862,32,20,0,1,0.2576,allow
code_exec,user,0,0.758,40,9,0,1,0.2767,allow
file_read,user,3,0.644,10,17,0,1,0.3645,escalate
db_write,guest,2,0.596,52,12,1,0,0.7441,deny
file_read,developer,1,0.732,1,4,0,2,0.1319,allow
db_write,user,2,0.805,31,11,0,1,0.434,escalate
file_write,guest,2,0.913,52,20,1,0,0.5907,escalate
email_send,user,2,0.57,37,17,0,1,0.3316,allow
api_call,developer,1,0.333,58,7,1,2,0.5367,escalate
api_call,admin,1,0.413,15,13,0,3,0.2157,allow
file_read,user,0,0.484,40,14,0,1,0.1965,allow
api_call,user,3,0.38,31,4,0,1,0.4823,escalate
web_search,admin,1,0.884,28,4,0,3,0.0982,allow
email_send,user,0,0.837,10,16,0,1,0.1509,allow
api_call,user,3,0.605,6,12,0,1,0.3957,escalate
api_call,user,3,0.954,15,16,0,1,0.3409,allow
db_read,user,3,0.57,47,10,1,1,0.686,deny
web_search,user,3,0.917,27,0,0,1,0.3233,allow
db_read,admin,3,0.401,10,23,0,3,0.3915,escalate
api_call,developer,0,0.55,21,12,0,2,0.1483,allow
api_call,user,2,0.893,19,17,0,1,0.2764,allow
db_read,admin,2,0.617,4,23,0,3,0.2549,allow
file_read,guest,0,0.597,22,5,0,0,0.1773,allow
db_read,user,0,0.788,38,12,0,1,0.1774,allow
api_call,developer,3,0.63,15,20,0,2,0.3723,escalate
db_write,developer,0,0.845,6,21,0,2,0.1843,allow
file_read,guest,3,0.83,50,19,1,0,0.6273,escalate
db_read,user,0,0.849,11,10,0,1,0.1202,allow
code_exec,developer,0,0.806,44,18,0,2,0.2405,allow
db_read,developer,1,0.45,30,19,0,2,0.2817,allow
file_read,developer,0,0.619,40,8,0,2,0.1362,allow
code_exec,user,2,0.737,24,12,0,1,0.4209,escalate
code_exec,guest,1,0.73,22,14,0,0,0.369,escalate
code_exec,user,0,0.834,30,23,0,1,0.2449,allow
db_read,guest,0,0.748,46,10,1,0,0.4321,escalate
db_read,admin,1,0.879,4,23,0,3,0.1192,allow
db_write,user,0,0.552,50,15,1,1,0.5496,escalate
file_write,user,2,0.85,6,16,0,1,0.2933,allow
web_search,developer,1,0.454,38,4,0,2,0.2342,allow
code_exec,user,0,0.82,26,21,0,1,0.241,allow
file_read,user,1,0.334,19,13,0,1,0.2749,allow
file_read,developer,0,0.759,2,14,0,2,0.1281,allow
api_call,admin,0,0.839,4,8,0,3,0.0289,allow
db_write,developer,0,0.696,56,13,1,2,0.4975,escalate
db_read,guest,3,0.693,5,9,0,0,0.4247,escalate
db_write,developer,3,0.866,47,21,1,2,0.6985,deny
code_exec,developer,2,0.694,35,12,0,2,0.4145,escalate
api_call,guest,0,0.505,29,16,0,0,0.2373,allow
file_read,user,0,0.727,16,0,0,1,0.1079,allow
api_call,admin,1,0.594,45,13,0,3,0.2295,allow
api_call,guest,2,0.949,12,11,0,0,0.2869,allow
file_read,developer,3,0.961,21,6,0,2,0.2861,allow
file_write,user,0,0.865,9,2,0,1,0.1287,allow
db_read,user,0,0.659,11,22,0,1,0.1582,allow
db_write,guest,2,0.406,8,20,0,0,0.5088,escalate
email_send,developer,2,0.646,26,0,0,2,0.3491,allow
web_search,user,2,0.744,32,23,0,1,0.2829,allow
db_read,user,2,0.648,39,12,0,1,0.3737,escalate
api_call,developer,3,0.918,4,21,0,2,0.1886,allow
db_read,developer,1,0.674,34,1,0,2,0.2435,allow
db_write,admin,3,0.865,28,8,0,3,0.4337,escalate
file_read,user,3,0.837,25,17,0,1,0.3509,escalate
api_call,user,2,0.708,51,21,1,1,0.5667,escalate
web_search,admin,0,0.622,54,3,1,3,0.3106,allow
api_call,developer,0,0.887,55,15,1,2,0.3376,allow
code_exec,user,1,0.396,44,5,0,1,0.4391,escalate
db_read,guest,1,0.463,35,19,0,0,0.3541,escalate
file_write,developer,3,0.511,19,2,0,2,0.5683,escalate
api_call,user,0,0.734,35,10,0,1,0.1038,allow
api_call,developer,0,0.736,51,23,1,2,0.3611,escalate
file_read,user,2,0.669,51,4,1,1,0.5445,escalate
file_read,user,0,0.77,39,0,0,1,0.1377,allow
web_search,developer,0,0.61,29,7,0,2,0.1047,allow
file_write,guest,1,0.771,14,18,0,0,0.2725,allow
code_exec,user,1,0.694,21,3,0,1,0.3412,allow
api_call,user,0,0.876,36,8,0,1,0.1415,allow
web_search,user,3,0.813,38,2,0,1,0.3624,escalate
file_write,developer,1,0.677,14,4,0,2,0.2246,allow
api_call,developer,3,0.652,40,15,0,2,0.4096,escalate
web_search,developer,1,0.727,50,7,1,2,0.3996,escalate
web_search,guest,0,0.442,15,5,0,0,0.1816,allow
file_write,user,0,0.895,51,2,1,1,0.3927,escalate
db_write,user,0,0.632,50,15,1,1,0.5336,escalate
api_call,admin,1,0.648,30,7,0,3,0.1937,allow
code_exec,developer,0,0.911,47,12,1,2,0.4245,escalate
file_read,developer,1,0.907,55,4,1,2,0.3869,escalate
file_read,user,1,0.64,12,5,0,1,0.202,allow
db_read,user,0,0.597,50,2,1,1,0.4356,escalate
code_exec,user,0,0.88,5,7,0,1,0.194,allow
api_call,user,2,0.689,27,3,0,1,0.3305,allow
db_read,guest,3,0.779,15,20,0,0,0.4242,escalate
db_write,admin,0,0.586,26,16,0,3,0.2361,allow
file_read,user,0,0.955,9,7,0,1,0.0507,allow
db_read,user,3,0.914,40,20,0,1,0.4055,escalate
file_read,guest,0,0.869,40,18,0,0,0.1529,allow
db_write,admin,3,0.842,35,13,0,3,0.4499,escalate
db_read,developer,0,0.881,13,8,0,2,0.1105,allow
email_send,developer,3,0.733,45,11,0,2,0.4467,escalate
file_read,admin,0,0.849,44,12,0,3,0.0635,allow
file_read,user,3,0.781,47,22,1,1,0.5988,escalate
api_call,developer,0,0.948,46,7,1,2,0.3768,escalate
file_write,guest,2,0.778,33,2,0,0,0.3861,escalate
file_write,user,0,0.789,34,21,0,1,0.1855,allow
web_search,developer,0,0.65,55,14,1,2,0.34,allow
file_write,developer,2,0.628,4,19,0,2,0.3011,allow
file_write,user,1,0.921,13,18,0,1,0.2075,allow
db_write,user,3,0.851,10,3,0,1,0.4731,escalate
api_call,user,1,0.493,53,1,1,1,0.5297,escalate
db_write,guest,3,0.543,45,4,0,0,0.6264,escalate
file_read,user,1,0.847,1,23,0,1,0.1423,allow
code_exec,user,3,0.687,11,20,0,1,0.4926,escalate
file_read,user,3,0.884,50,1,1,1,0.5832,escalate
file_read,developer,0,0.788,9,6,0,2,0.0507,allow
web_search,user,3,0.684,38,23,0,1,0.3882,escalate
file_read,user,2,0.663,23,10,0,1,0.2991,allow
code_exec,user,0,0.826,13,11,0,1,0.2181,allow
api_call,admin,1,0.767,5,3,0,3,0.1283,allow
api_call,user,0,0.62,25,2,0,1,0.1743,allow
web_search,guest,2,0.377,10,7,0,0,0.4981,escalate
file_read,user,0,0.592,5,17,0,1,0.1166,allow
db_read,developer,0,0.768,22,22,0,2,0.1214,allow
email_send,developer,1,0.617,42,23,0,2,0.2983,allow
code_exec,developer,1,0.626,25,4,0,2,0.3281,allow
web_search,admin,3,0.846,37,15,0,3,0.2875,allow
file_read,developer,3,0.882,20,22,0,2,0.3003,allow
api_call,developer,1,0.918,28,11,0,2,0.1697,allow
file_write,user,0,0.411,21,8,0,1,0.2695,allow
db_write,guest,2,0.236,11,7,0,0,0.5478,escalate
email_send,admin,1,0.703,29,4,0,3,0.1348,allow
file_write,user,1,0.533,5,19,0,1,0.2717,allow
db_read,user,0,0.445,37,18,0,1,0.2443,allow
file_write,developer,1,0.628,49,14,1,2,0.4927,escalate
code_exec,user,0,0.595,53,21,1,1,0.531,escalate
api_call,developer,2,0.231,5,19,0,2,0.3521,escalate
email_send,developer,1,0.731,33,10,0,2,0.2605,allow
db_read,user,3,0.476,45,19,0,1,0.5015,escalate
api_call,developer,1,0.623,36,12,0,2,0.2421,allow
file_read,user,0,0.917,8,22,0,1,0.0566,allow
file_read,user,3,0.515,52,12,1,1,0.6603,deny
file_write,user,1,0.388,55,20,1,1,0.5841,escalate
file_write,developer,0,0.557,6,16,0,2,0.1519,allow
web_search,developer,1,0.624,15,20,0,2,0.1619,allow
code_exec,user,1,0.488,15,15,0,1,0.3724,escalate
code_exec,developer,2,0.675,53,21,1,2,0.6483,escalate
file_read,user,1,0.681,48,16,1,1,0.4538,escalate
web_search,admin,2,0.796,9,18,0,3,0.0871,allow
db_read,user,0,0.701,56,21,1,1,0.4248,escalate
file_read,developer,1,0.831,5,13,0,2,0.1188,allow
db_read,guest,3,0.704,26,22,0,0,0.4575,escalate
code_exec,user,2,0.661,23,6,0,1,0.4345,escalate
file_read,user,0,0.874,16,22,0,1,0.0785,allow
api_call,admin,0,0.86,59,8,1,3,0.3163,allow
code_exec,user,0,0.666,57,1,1,1,0.5235,escalate
file_read,admin,2,0.546,39,18,0,3,0.2825,allow
web_search,user,2,0.643,35,22,0,1,0.3081,allow
web_search,user,2,0.751,10,5,0,1,0.095,allow
db_read,guest,1,0.855,27,0,0,0,0.2623,allow
api_call,developer,2,0.91,16,6,0,2,0.1835,allow
api_call,user,1,0.729,21,15,0,1,0.2292,allow
db_read,admin,0,0.6,12,1,0,3,0.105,allow
code_exec,admin,1,0.735,9,3,0,3,0.2463,allow
file_read,admin,3,0.731,16,22,0,3,0.2905,allow
code_exec,user,2,0.848,9,19,0,1,0.3737,escalate
db_write,developer,1,0.749,56,21,1,2,0.5702,escalate
api_call,developer,1,0.652,29,13,0,2,0.2246,allow
file_read,guest,3,0.422,54,10,1,0,0.7156,deny
db_write,developer,1,0.852,23,8,0,2,0.2946,allow
file_write,guest,0,0.646,39,4,0,0,0.2558,allow
file_write,user,3,0.799,43,2,0,1,0.4485,escalate
file_read,user,3,0.683,49,21,1,1,0.6217,escalate
api_call,user,0,0.609,24,19,0,1,0.1749,allow
db_write,user,1,0.442,22,1,0,1,0.4083,escalate
code_exec,user,1,0.703,55,9,1,1,0.5961,escalate
file_write,developer,0,0.736,31,20,0,2,0.1578,allow
web_search,guest,3,0.919,10,9,0,0,0.3279,allow
web_search,user,1,0.553,47,6,1,1,0.4627,escalate
web_search,user,3,0.812,42,14,0,1,0.3693,escalate
file_write,developer,0,0.803,27,4,0,2,0.1377,allow
api_call,developer,1,0.599,34,7,0,2,0.2435,allow
email_send,developer,0,0.431,48,17,1,2,0.4621,escalate
db_write,developer,2,0.445,39,19,0,2,0.486,escalate
file_read,user,1,0.537,24,5,0,1,0.2426,allow
file_read,developer,1,0.88,21,22,0,2,0.1357,allow
api_call,user,0,0.846,15,10,0,1,0.1125,allow
web_search,user,0,0.416,17,7,0,1,0.1568,allow
code_exec,developer,0,0.802,54,3,1,2,0.4579,escalate
code_exec,guest,0,0.788,45,6,0,0,0.3124,allow
file_read,developer,1,0.584,19,1,0,2,0.1915,allow
db_read,developer,1,0.852,53,14,1,2,0.4396,escalate
web_search,user,1,0.615,25,8,0,1,0.2137,allow
api_call,guest,1,0.425,55,22,1,0,0.58,escalate
db_write,guest,0,0.736,40,20,0,0,0.3295,allow
email_send,admin,0,0.507,22,18,0,3,0.1703,allow
file_write,developer,0,0.784,41,22,0,2,0.1649,allow
code_exec,guest,2,0.899,51,18,1,0,0.6669,deny
api_call,user,1,0.727,49,4,1,1,0.4763,escalate
db_write,developer,0,0.418,42,18,0,2,0.3297,allow
code_exec,developer,0,0.881,14,2,0,2,0.1755,allow
db_read,guest,3,0.388,28,11,0,0,0.5241,escalate
db_write,user,2,0.903,12,6,0,1,0.3827,escalate
api_call,admin,2,0.617,27,4,0,3,0.2783,allow
web_search,guest,1,0.726,52,11,1,0,0.4698,escalate
code_exec,user,0,0.377,24,3,0,1,0.3263,allow
file_read,admin,3,0.658,22,19,0,3,0.3151,allow
db_read,developer,2,0.857,39,18,0,2,0.2986,allow
db_write,user,0,0.64,41,12,0,1,0.317,allow
api_call,guest,2,0.756,50,14,1,0,0.6822,deny
web_search,guest,2,0.848,39,23,0,0,0.3071,allow
web_search,user,0,0.848,36,9,0,1,0.1021,allow
file_write,admin,1,0.859,23,0,0,3,0.1699,allow
email_send,user,0,0.876,8,2,0,1,0.1398,allow
file_read,developer,0,0.581,28,17,0,2,0.1238,allow
file_write,admin,2,0.839,50,15,1,3,0.5022,escalate
file_write,user,0,0.945,29,11,0,1,0.146,allow
web_search,user,2,0.575,15,15,0,1,0.2883,allow
db_read,user,3,0.657,39,10,0,1,0.5341,escalate
file_read,admin,0,0.686,8,10,0,3,0.0361,allow
api_call,developer,1,0.684,28,22,0,2,0.2165,allow
db_read,guest,2,0.651,33,21,0,0,0.3965,escalate
file_read,developer,2,0.727,11,13,0,2,0.3408,allow
web_search,developer,2,0.71,42,16,0,2,0.273,allow
db_write,admin,0,0.537,37,18,0,3,0.2643,allow
code_exec,guest,1,0.849,25,10,0,0,0.3502,escalate
email_send,user,1,0.47,34,3,0,1,0.3477,allow
api_call,admin,3,0.774,22,9,0,3,0.3219,allow
email_send,user,0,0.599,2,22,0,1,0.1852,allow
db_read,user,3,0.751,51,18,1,1,0.6565,deny
db_read,guest,0,0.688,16,3,0,0,0.1941,allow
file_read,user,3,0.758,11,10,0,1,0.3434,allow
web_search,user,2,0.858,14,6,0,1,0.2301,allow
api_call,admin,1,0.739,32,19,0,3,0.1789,allow
file_read,user,1,0.593,22,8,0,1,0.2281,allow
file_read,user,0,0.449,5,21,0,1,0.1452,allow
code_exec,developer,0,0.616,36,1,0,2,0.371,escalate
code_exec,user,0,0.925,23,0,0,1,0.215,allow
db_read,user,0,0.698,19,7,0,1,0.1637,allow
web_search,developer,0,0.454,29,18,0,2,0.1359,allow
file_read,admin,2,0.751,42,22,0,3,0.2465,allow
db_write,developer,1,0.762,23,15,0,2,0.3126,allow
file_write,developer,0,0.833,9,13,0,2,0.1017,allow
web_search,guest,3,0.864,18,3,0,0,0.3522,escalate
web_search,admin,1,0.435,31,18,0,3,0.193,allow
code_exec,guest,3,0.707,37,21,0,0,0.5653,escalate
db_read,developer,2,0.402,17,21,0,2,0.3529,escalate
api_call,user,0,0.7,55,5,1,1,0.2748,allow
api_call,admin,1,0.699,18,14,0,3,0.1635,allow
web_search,developer,1,0.738,27,12,0,2,0.1591,allow
api_call,developer,0,0.78,21,18,0,2,0.1023,allow
api_call,user,0,0.806,1,21,0,1,0.0971,allow
code_exec,user,0,0.891,32,3,0,1,0.3071,allow
web_search,developer,0,0.788,14,1,0,2,0.0441,allow
api_call,developer,1,0.757,59,2,1,2,0.4536,escalate
file_read,guest,1,0.73,46,13,1,0,0.474,escalate
db_read,admin,0,0.805,14,3,0,3,0.0673,allow
web_search,admin,2,0.722,33,15,0,3,0.2223,allow
file_read,user,1,0.83,36,10,0,1,0.204,allow
file_write,developer,0,0.681,55,12,1,2,0.4088,escalate
file_read,user,0,0.894,39,0,0,1,0.1129,allow
api_call,user,0,0.619,56,12,1,1,0.5363,escalate
api_call,user,1,0.672,12,14,0,1,0.2256,allow
db_write,developer,0,0.705,45,6,0,2,0.2773,allow
db_read,developer,1,0.559,25,4,0,2,0.2515,allow
db_read,user,1,0.445,15,5,0,1,0.291,allow
api_call,developer,1,0.456,20,23,0,2,0.2488,allow
web_search,developer,0,0.799,34,8,0,2,0.0752,allow
api_call,developer,0,0.488,58,5,1,2,0.4224,escalate
email_send,guest,1,0.888,14,22,0,0,0.1825,allow
db_read,admin,3,0.736,30,5,0,3,0.3578,escalate
file_read,user,2,0.772,44,21,0,1,0.3123,allow
db_read,user,1,0.829,13,1,0,1,0.2109,allow
api_call,user,1,0.758,14,20,0,1,0.2117,allow
db_read,user,1,0.825,29,5,0,1,0.2383,allow
file_read,admin,3,0.802,26,9,0,3,0.2929,allow
file_read,user,0,0.844,3,4,0,1,0.0629,allow
web_search,developer,3,0.426,25,19,0,2,0.3848,escalate
file_write,guest,2,0.867,27,11,0,0,0.3583,escalate
web_search,user,2,0.527,45,5,0,1,0.3479,allow
file_write,admin,0,0.777,40,5,0,3,0.2801,allow
db_read,developer,1,0.756,16,7,0,2,0.1971,allow
db_read,user,1,0.759,38,23,0,1,0.2665,allow
code_exec,user,0,0.795,11,16,0,1,0.221,allow
api_call,user,0,0.601,29,17,0,1,0.1848,allow
file_write,user,3,0.832,47,10,1,1,0.6486,escalate
file_read,developer,1,0.72,51,0,1,2,0.4177,escalate
api_call,developer,1,0.366,58,6,1,2,0.5301,escalate
db_read,user,0,0.817,24,7,0,1,0.228,allow
web_search,admin,2,0.822,29,2,0,3,0.1956,allow
web_search,developer,2,0.557,34,18,0,2,0.3379,allow
db_write,user,1,0.74,11,15,0,1,0.3303,allow
db_write,user,1,0.698,20,22,0,1,0.3537,escalate
db_read,developer,1,0.812,20,7,0,2,0.1926,allow
file_write,developer,1,0.794,9,5,0,2,0.1929,allow
web_search,user,0,0.66,56,23,1,1,0.373,escalate
db_read,user,3,0.833,23,1,0,1,0.3934,escalate
code_exec,user,1,0.443,36,22,0,1,0.4164,escalate
file_read,developer,0,0.566,55,11,1,2,0.3718,escalate
api_call,user,1,0.5,49,20,1,1,0.5217,escalate
api_call,guest,2,0.707,27,5,0,0,0.3603,escalate
web_search,developer,0,0.806,24,13,0,2,0.0571,allow
code_exec,admin,0,0.701,40,6,0,3,0.2215,allow
api_call,admin,2,0.923,25,8,0,3,0.2137,allow
email_send,user,0,0.556,25,6,0,1,0.2321,allow
file_read,guest,2,0.819,48,14,1,0,0.5429,escalate
api_call,user,0,0.722,33,11,0,1,0.1673,allow
file_read,guest,2,0.732,31,16,0,0,0.3506,escalate
db_write,admin,0,0.992,10,14,0,3,0.1283,allow
web_search,user,0,0.59,39,14,0,1,0.1587,allow
api_call,user,3,0.818,15,20,0,1,0.3681,escalate
web_search,user,1,0.424,1,13,0,1,0.2119,allow
api_call,user,1,0.708,54,10,1,1,0.4884,escalate
web_search,developer,0,0.689,16,10,0,2,0.0672,allow
db_write,user,1,0.339,21,19,0,1,0.4272,escalate
db_write,user,1,0.807,59,12,1,1,0.5969,escalate
file_read,user,3,0.711,2,12,0,1,0.2465,allow
email_send,user,3,0.89,3,7,0,1,0.3787,escalate
db_read,guest,1,0.846,15,6,0,0,0.2441,allow
api_call,developer,1,0.922,32,19,0,2,0.1756,allow
web_search,developer,1,0.498,56,12,1,2,0.4554,escalate
api_call,developer,2,0.508,50,10,1,2,0.5717,escalate
web_search,admin,0,0.728,47,18,1,3,0.2777,allow
file_read,admin,0,0.702,27,5,0,3,0.0646,allow
db_read,admin,0,0.88,36,7,0,3,0.089,allow
code_exec,user,0,0.68,35,18,0,1,0.284,allow
file_read,guest,0,0.826,39,4,0,0,0.1598,allow
file_write,user,1,0.707,24,9,0,1,0.2686,allow
file_read,admin,2,0.64,52,0,1,3,0.5573,escalate
api_call,admin,1,0.932,54,11,1,3,0.2808,allow
